,陳情內容,回覆單位,問題類別,張貼日期,修改日期,人氣指數,答覆內容
566,那裡可以搭乘太陽能船、航線？,高雄市政府交通局,交通,20110112,20141217,1115,1.若您想搭乘太陽能船，請至愛之船服務中心國賓站。搭乘捷運至橘線市議會站(近國賓飯店愛之船服務中心)，步行路線建議您往2號出口站直行中正四路往西(即出站口往愛河方向走)的方向，抵達愛河往左的方向行走即可抵達國賓愛之船服務中心，步行時間約10~15分鐘。2.太陽能船航線從國賓飯店站出發行經中正橋，在七賢橋前迴轉，經過高雄橋(又稱五福橋)行至真愛碼頭後，迴轉再回到國賓站下船。
567,音樂館索票時間和地點？,高雄市政府文化局,文化,20121212,20141204,1115,※演出前7日08：00-17：00，於音樂館1樓服務台，每人索取2張，索完為止。
568,在使用捷運圖書館出現異常時怎麼辦?,高雄市政府文化局,文化,20140116,20151221,1115,可於客服服務時間(上午9點至晚上9點)，利用現場提供的電話，按0由專人為您服務。
569,提送都市設計審議辦理程序與檢附報告書內容為何？,高雄市政府都市發展局,都發,20110112,20151203,1113,都市設計審議辦理程序可至本局專屬網頁「都市設計服務網站」內「法令查詢」區查詢；所需檢附報告書內容可至「書表下載」區，點選所需之申請文件範本參考。
570,高雄市學生心理諮商中心服務內容及聯絡方式為何？,高雄市政府教育局,教育,20111227,20170109,1112,高雄市政府教育局有鑑於社會變遷快速，學生之學習與生活適應問題漸趨複雜，為強化本市學生輔導工作，於民國94年起設置高雄市學生心理諮商中心（以下簡稱學諮中心），整合專業輔導人力資源，建置學生輔導工作標準化流程，擔任各項輔導資源整合平台，積極提供全市各級學校學生心理諮商專業服務，成效斐然。學諮中心採用創新且具效率的服務方式，積極擴大服務效益：（一）規劃走動式的外展服務：心理專業人員到校提供學生諮商服務，節省學生交通時間並增加安全性。（二）規劃即時性的諮詢服務：透過電話或面談諮詢，提供師長及學生立即性的輔導處遇建議及問題解決策略。（三）規劃便捷性的申請流程：簡化服務流程及表單，設置單一個案管理窗口，透過公文交換和傳真送件，方便學校申請中心各項服務，避免繁瑣資料和手續增加學校作業負擔。（四）規劃多功能的駐校服務：安排心理專業人員提供偏遠或資源缺乏地區駐校服務，補足學校輔導人力不足之困境，有效協助學校處理學生適應問題。（五）規劃在地性的駐區服務：各分駐點學校、服務專線、主責人員及服務範圍如下表：編號	分區/駐點/服務專線	主責督導 	分區組長	所轄分區1		行政中心民族國中382-1200	張令恬督導	彭馨儀輔導員	三民區、前金區、鹽埕區、苓雅區、新興區2		左營分區大義國中588-2300	黃怡禎督導	徐于婷心理師	左營區、鼓山區、楠梓區、大社區、橋頭區、梓官區3		前鎮分區前鎮國中822-3400	黃瑛琪督導	廖祈幃心理師	前鎮區、小港區、旗津區4		鳳山分區青年國中710-7100	林書如督導	黃?如社工師	鳳山區、仁武區、鳥松區5		大寮分區大寮國中781-0680	王純琪督導	郭豐慶心理師	大寮區、大樹區、林園區6		岡山分區路竹高中696-5101	張瓊文督導	王廷文心理師	永安區、田寮區、岡山區、阿蓮區、茄萣區、湖內區、路竹區、燕巢區、彌陀區7		旗山分區杉林國中677-3200	瑪達拉‧達努巴克督導	吳振輝社工師	內門區、六龜區、甲仙區、杉林區、那瑪夏區、美濃區、茂林區、桃源區、旗山區
571,高雄市文化中心展覽館檔期受理申請時間？,高雄市政府文化局,文化,20121212,20121212,1111,※年度開放申請時間：每年4月份開放次年1月至6月檔期申請；每年9月份開放次年7月至12月檔期申請。
572,為何收不到高雄市立圖書館預約、通閱等各式系統通知單，如何處理？,高雄市政府文化局,文化,20110112,20151221,1111,1.攜帶原借閱證前往各分館，洽服務人員確認電子郵件、手機號碼是否有誤。2.自行上網於本館首頁->館藏查詢->借閱證記錄查詢(個人書房)，以帳號密碼登入個人書房後，再修改個人資料裡的電子信箱/常用電子信箱，即可收到預約或通閱書的到館通知。
573,請問兒童可以自行施放爆竹煙火嗎？,高雄市政府消防局,消防,20110127,20151116,1111,依據爆竹煙火管理條例第13條規定父母、監護人或其他實際照顧兒童之人於兒童施放一般爆竹煙火時，應行陪同。違反者依管理條例第30條可處3千元以上1萬5千元以下罰鍰。前開兒童係指12歲以下孩童。
574,請問接獲法務部行政執行署高雄分署之繳納交通罰款通知後，如何辦理繳款？,高雄市政府交通局,交通,20110126,20151229,1110,1、受通知人請攜帶行政執行署通知單及應繳納款項，就近至本局交通事件裁決中心楠梓、鳳山、旗山辦公室繳納。2、至郵局購買郵政匯票以掛號郵寄至本局交通事件裁決中心，受款人應填寫「高雄市政府交通局交通事件裁決中心」，地址為「高雄市楠梓區德民路71號3樓」。(須另繳納匯款費用)3、攜帶行政執行署通知單及應繳納款項至執行署繳納。(須另繳納匯款費用新台幣30元)4.、100年10月31日起，行政執行署印發未滿2萬元以下具有三段式條碼之傳繳通知單，得至各大超商繳納(手續費另計)。
575,有關農地經都市計畫編定為非農業用地，該土地所有人可否持該土地據以參加農保？,高雄市政府農業局,農業,20110128,20111229,1110,農民以非會員自耕農身分申請農保，依「從事農業工作農民申請參加農民健康保險認定標準及資格審查辦法」第二條第四款第一目規定，所有農地係指農、林、漁、牧用地，應符合農業發展條例第三條規定非都市土地或都市土地農業區、保護區範圍內供農、林、漁、牧使用之農業用地，故農地經都市計畫編定為非農業用地，農民不得持該土地參加農保。單位:農民組織科  07-7995678轉6194
576,行政處分書之送達，在行政程序中有何重要性？,高雄市政府法制局,法制,20110421,20130102,1108,依行政程序法第110條第1項規定：「書面之行政處分自送達相對人及已知之利害關係人起；書面以外之行政處分自以其他適當方法通知或使其知悉時起，依送達、通知或使知悉之內容對其發生效力。」、同條第2項規定：「一般處分自公告日或刊登政府公報、新聞紙最後登載日起發生效力。但處分另訂不同日期者，從其規定。」規定，可知「送達」為行政處分之生效要件，且亦為移送行政執行之要件。
577,如何辦理圖書續借?,高雄市政府文化局,文化,20110112,20151221,1108,個人借閱證及家庭借閱證借閱圖書，借期1次為28天，借期屆滿前3天如無人預約，得續借1次，讀者可利用網路續借，或以電話或到館辦理；總館及大東藝術圖書館借期1次為7天，預約及續借皆相同。
578,如何前往美術館？交通路線為何？,高雄市政府文化局,文化,20110113,20151123,1108,1.美術館館址：80460高雄市鼓山區美術館路80號。  兒美館地址：80460高雄市鼓山區馬卡道路330號。2.高雄市公車到館路線：紅32、紅33（明誠幹線）、紅35、紅36、168環狀幹線、中華幹線（聯合醫院站下車）等。3.搭乘捷運，請於凹仔底站下車並於1號出口轉撘乘捷運接駁公車：紅32、紅35、168（西）環狀幹線及紅33（明誠幹線）至美術館園區站下車。4.左營高鐵站請轉搭：紅35公車至美術館園區站下車。洽詢專線：07-5550331轉235（本館服務台）洽詢專線：07-5550331轉300（兒館服務台）
579,如何選擇合法立案之補習班？如有退費問題可向何處洽詢？,高雄市政府教育局,教育,20111227,20170109,1108,一、本市立案補習班相關資料已在直轄市及各縣市短期補習班資訊管理系統網站公告，請至該網站(http://bsb.edu.tw)/高雄市/已立案補習班查詢。二、如有補習退費問題或其他補習班相關疑義，均可至網站http://bsb.edu.tw/高雄市/文件下載/法令規章/社會教育科，查詢檢索相關法規或與本局社會教育科(電話:7995678分機3092、3095)聯絡，我們同仁將會詳細為您說明。
580,請問警察刑事紀錄證明書（良民證）有英文版或其他語言版本嗎？,高雄市政府警察局,警政,20110127,20110127,1106,僅有中、英文版，申請時應檢附護照影本；至於有需要其他語言版本時，需自行或經翻譯社翻譯後至法院公證和外交部認證。
581,水土保持計畫或簡易水土保持申報書之申辦程序,高雄市政府水利局,水利,20110129,20140107,1106,依據「水土保持計畫審核監督辦法」第六條規定，水土保持義務人應依中央主管機關規定格式，擬具水土保持計畫六份及抄件若干份 (依主管機關要求數量) ，並檢附下列文件，由目的事業主管機關受理後，送請主管機關審核：一、目的事業開發或利用之申請文件。二、環境影響說明書或環境影響評估報告書及審查結論各一份；無需者免附。三、水土保持規劃書審定本一份；無需者免附。水土保持計畫如屬依法應進行環境影響評估者，得暫免檢附前項第二款之文件，由主管機關先行審查，俟水土保持義務人檢附該文件後，再行核定水土保持計畫，其審查期限不受第十四條規定限制。依本法第十四條規定擬具之水土保持計畫或簡易水土保持申報書之審查程序，準用前二項規定辦理。
